BOTTLE,20191105CCHSIOCBG
# Merged parameters: D15N_NO3, D15N_NO3_FLAG_W, D15N_NO3+NO2, D15N_NO3+NO2_FLAG_W, D18O_NO3+NO2, D18O_NO3+NO2_FLAG_W, D18O_NO3, D18O_NO3_FLAG_W
# Merged parameters: CHLORA, CHLORA_FLAG_W
# Merged parameters: CDOM325, CDOM325_FLAG_W, CDOM340, CDOM340_FLAG_W, CDOM380, CDOM380_FLAG_W, CDOM412, CDOM412_FLAG_W, CDOM443, CDOM443_FLAG_W, CDOM490, CDOM490_FLAG_W, CDOM555, CDOM555_FLAG_W, CDOMSL, CDOMSL_FLAG_W, CDOMSN, CDOMSN_FLAG_W
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CFC113, CFC113_FLAG_W, SF6, SF6_FLAG_W, DELC14, DELC14_FLAG_W, C14ERR, DELC13, DELC13_FLAG_W, DOC, DOC_FLAG_W
# 20170704CCHSIORJL
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CFC113, CFC113_FLAG_W, SF6, SF6_FLAG_W
# Merged parameters from Stations 1-83.txt (submission by C.Berys for J.Happell on 2017-05-26)
# 20170314CCHSIOCBG
# fix SOCCOM float information 
#BOTTLE,20161207CCHSIOCBG
#BOTTLE,20161202CCHSIOCBG
#BOTTLE,20160326SIO
#
#BOTTLE,20190923PRINUNIVRMK
# 04/13/16 Initialized README file   
# Data source: CCHDO 20160413  
# SHIP: R/V Roger Revelle  
# Cruise: I08S; RR1603  
# Region: south central Indian Ocean  
# EXPOCODE: 33RR20160208  
# DATES: 20160208 - 20160316  
# Chief Scientist: A. Macdonald  
# 83 stations with 36 place U.S.Hyd. Rosette  
# SOCCOM Biogeochemical floats deployed:  
# Sta   WMO_ID  Lat       Lon       Date         
# 11    5904687  -63.5      82.0     20160222  
# 25    5904686  -57.5      82.5     20160224  
# 36    5904684  -53.0      87.5     20160228  
# 41    5904682  -50.5      89.8     20160301  
# 48    5904683  -47.0      93.1     20160303  
# 56    5904688  -42.4      95.0     20160305  
# Supported by NSF Award PLR-1425989 to J.L. Sarmiento et al.  
# CTD: Who - J.Swift,S.Becker; Status - final  
#       Notes:   
#       Includes CTD  
# Salinity: Who - S.Becker,J.Swift; Status - final  
#       Notes:    
# Nutrients: Who - S.Becker,J.Swift; Status - final  
#       Notes:nitrate, nitrite, silicate, phopshpate, ammonium 
# O2: Who - S.Becker,J.Swift; Status - final  
#       Notes:  
# TCO2: Who - R.Wanninkhof; Status - final  
#       Notes:   
# ALKALI: Who - A.Dickson; Status - preliminary  
#       Notes:   
# pH: Who - A.Dickson; Status - preliminary  
#       Notes:   
# CFC: Who - W.Smethie;R.Fine; Status - final  
#       Notes:  Additionally includes SF6 and CFC-113 
#       Rcd 5/30/2017 
# C14: Who - R.Key;A.McNichol; Status - final  
#       Notes:  Includes C13 
#       Added with QC 9/10/19 
# O18: Who - P.Schlosser; Status - collected  
#       Notes:   
# DOC:  Who - C.Carlson; Status - final 
#         Notes: final data rcd 6/3/18 
# HPLC: Who - N.Nelson; Status - final 
#       Notes: submitted to SeaBASS 6/2019 
# CDOM: Who - N.Nelson; Status - preliminary 
#       Notes: submitted to CCHDO 6/25/19 
#       Merged 8/20/19 RMK 
# POC: Who - N.Nelson; Status - lost 
#       Notes: shipping problem 
# These data should be cited as:  
# data provider(s), cruise name or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data file date."" For further information", please contact one of the parties listed above or cchdo@ucsd.edu. Users are also requested to acknowledge the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting from their use.
# References that have used data from this cruise:  
#
# CDOM Comments
# I8S/I9N 2016 Section Preliminary Data
# UCSB CDOM Project
# 2017/5/11, N.B. Nelson, UCSB (norm@eri.ucsb.edu)
# Absorption Coefficient of 0.2um filtered SW (acdom) at 325 nm
# Determined using a 200cm liquid waveguide spectrometer system
#
# CHLORA Comments
# UCSB,CDOM,PROJECT
# CHLOROPHYLL,A,(MG/M3)
# I8S,SECTION,2016
# Fluorometric,Analysis,at,sea
# Calibration,from,Nathalie,Guillocheau,&,Janice,Jones,cal,22-Aug-14,
# SCALE,Fd,Tau,Tau/(Tau-1),
# HIGH,0.138925422,1.9539,2.0483,
# MED,0.138626676,1.9496,2.0531,
# LOW,0.126879138,1.8885,2.1255,
# Norm,Nelson,,UCSB,(norm@eri.ucsb.edu)
# 
# For data citation, please use the data providers listed below.
#
# Duties                  Name              Affiliation   Email Address             
# ===========================================================================
# Chief Scientist         Alison Macdonald  *WHOI*        amacdonald@whoi.edu       
# Co-Chief Scientist      Viviane Menezes   *WHOI*        vmenezes@whoi.edu         
#                            
# Program                   Affiliation  PI                  Email                  
# ======================================================================================
# *CTDO* Data, Salinity,    *UCSD*,      Susan Becker,       sbecker@ucsd.edu,      
# Nutrients, Dissolved O2   *SIO*        Jim Swift           jswift@ucsd.edu        
# Total CO2 (DIC),          *AOML*,      Rik Wanninkhof      Rik.Wanninkhof@noaa.gov
# Underway pCO2             *NOAA*                                                  
# Total Alkalinity, pH      *UCSD*,      Andrew Dickson      adickson@ucsd.edu      
#                           *SIO*                           
# ADCP                      *UH*         Jules Hummon        Hummon@hawaii.edu      
# *LADCP*                   *LDEO*,      Andreas Thurnherr,  ant@ldeo.columbia.edu, 
#                                        William Smethie,    bsmeth@ldeo.columbia.edu
#                           *UH*         David Ho            ho@hawaii.edu          
# *CFCs*, SF6               *RSMAS*      Jim Happel          jhappell@rsmas.miami.edu
# DOC, TDN                  *UCSB*       Craig Carlson       carlson@lifesci.ucsb.edu
# Transmissometry           *TAMU*       Wilf Gardner        wgardner@ocean.tamu.edu
# Chipod                    *OSU*,       Jonathan Nash,      nash@coas.oregonstate.edu
#                           *UCSD*       Jen Mackinnon       jmackinnon@ucsd.edu 
# *CDOM*, *HPLC*, *POC*     *UCSB*       Norm Nelson         norm@icess.ucsb.edu    
# 13C/14C                   *WHOI*,      Ann McNichol,       amcnichol@whoi.edu,    
#                           *Princeton*  Robert Key          401 Sayre Hall
#                                                            Princeton University
#                                                            08544 Princeton , NJ 
# δO^18                     *LDEO*       Peter Schlosser     schlosser@ldeo.columbia.edu
#                                                                                       
# δN^15 and δO^18 in NO3    *VUB*        Francois Fripiat    ffripiat@ulb.ac.be     
# *NOAA* Drifters           *AOML*       Shaun Dolk          shaun.dolk@noaa.gov    
# *SOCCOM* Floats           *UW*,        Stephen Riser,      riser@ocean.washington.edu
#                           *MBARI*,     Ken Johnson,        johnson@mbari.org, 
#                           *SIO*        Lynne Talley        ltalley@ucsd.edu       
# *SOCCOM* Optical Sensors  *Princeton*  Emmanuel Boss       emmanuel.boss@maine.edu
# Bathymetry, Underway      *UCSD*,      Bruce Applegate     bapplegate@ucsd.edu    
# Thermosalinograph         *SIO*                                                  
# 
# 
# These data should be cited as: 
#
#| Following American Geophysical Union recommendations, the data should be
#| cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#| CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#| file date." For further information, please contact one of the parties
#| listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#| the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#| from their use.
#
#| Some of the data in these files are preliminary, and are subject to final
#| calibration and processing. Users should maintain caution in their
#| interpretation and use. See header comments within the file for more information.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NH4,NH4_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,DELO18,DELO18_FLAG_W,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TON,TON_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,D14C-DOC,D14C-DOC_FLAG_W,DOM,DOM_FLAG_W,CHLORA,CHLORA_FLAG_W,HPLC,HPLC_FLAG_W,AP,AP_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,D15N_NO3+NO2,D15N_NO3+NO2_FLAG_W,D18O_NO3+NO2,D18O_NO3+NO2_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,DEG C,/MILLE,,/MILLE,/MILLE,,/MILLE,/MILLE,,UG/KG,,UMOL/KG,,,,,,,,,,/MILLE,,UMOL/KG,,MG/M3,,,,,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,/MILLE,,/MILLE,,/MILLE,
33RR20160208,       I08S,       1,          1,          1,          1,3,20160219,       0557,   -66.6027,    78.3815,        468,   454.6,  -0.5138,  34.5501,3,-999.0000,9,    262.4,3,  -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000000000,9,  -999.0,9, -999.00,9,-999.0000,9,  -999.00,  -0.5134, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,9,-999.000,9,  -999.0,9,     -999.0,9, -999.00,9,20160219.0,    557.0, -66.6027,  78.3815,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          2,          2,2,20160219,       0557,   -66.6027,    78.3815,        468,   454.4,  -0.5178,  34.5498,2,  34.5513,2,    262.3,2,   262.9,2,    79.0,2,    0.00,2,   31.16,2,    0.00,2,    2.16,2,   3.212,2,   1.706,2,   0.293,2,         1.492,2,  2239.5,6, 2339.01,2,   7.5978,2,    25.07,  -0.5173, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    42.8,2,     -999.0,1, -999.00,9,20160219.0,    558.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          3,          3,2,20160219,       0557,   -66.6027,    78.3815,        468,   390.2,  -0.6823,  34.5224,2,  34.5231,2,    270.8,2,   270.4,2,    74.5,2,    0.00,2,   31.05,2,    0.00,2,    2.14,2,-999.000,5,-999.000,5,-999.000,5,-999.000000000,5,  2235.6,2, 2334.11,6,   7.5985,6,    25.02,  -0.6832, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    41.1,2,     -999.0,1, -999.00,9,20160219.0,    600.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          4,          4,2,20160219,       0557,   -66.6027,    78.3815,        468,   365.5,  -1.0696,  34.4899,2,  34.4925,2,    286.6,2,   284.2,2,    71.7,2,    0.00,2,   30.83,2,    0.00,2,    2.14,2,   4.255,2,   2.157,2,   0.362,2,         1.738,2,  -999.0,9, -999.00,9,-999.0000,9,  -999.00,  -1.0770, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    40.0,3,     -999.0,1, -999.00,9,20160219.0,    602.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          5,          5,2,20160219,       0557,   -66.6027,    78.3815,        468,   340.6,  -1.2453,  34.4698,2,  34.4706,2,    291.2,2,   293.0,2,    69.1,2,    0.00,2,   30.67,2,    0.00,2,    2.13,2,   4.148,2,   2.350,2,   0.394,2,         2.249,2,  2232.5,2, 2329.13,2,   7.6044,2,    25.06,  -1.2447, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    43.9,3,     -999.0,1, -999.00,9,20160219.0,    604.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          6,          6,2,20160219,       0557,   -66.6027,    78.3815,        468,   315.5,  -1.3224,  34.4585,2,  34.4624,2,    296.2,2,   294.4,2,    67.6,2,    0.00,2,   30.60,2,    0.00,2,    2.12,2,   4.353,2,   2.436,2,   0.427,2,         2.458,2,  -999.0,9, -999.00,9,-999.0000,9,  -999.00,  -1.3207, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    42.2,2,     -999.0,1, -999.00,9,20160219.0,    605.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          7,          7,2,20160219,       0557,   -66.6027,    78.3815,        468,   289.5,  -1.5152,  34.4357,2,  34.4390,2,    302.8,2,   302.7,2,    65.0,2,    0.00,2,   30.39,2,    0.00,2,    2.12,2,   4.615,2,   2.610,2,   0.451,2,         2.654,2,  2227.5,2, 2325.38,2,   7.6079,2,    25.08,  -1.5141, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    41.8,2,     -999.0,1, -999.00,9,20160219.0,    607.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          8,          8,2,20160219,       0557,   -66.6027,    78.3815,        468,   264.6,  -1.5387,  34.4263,2,  34.4283,2,    302.1,2,   304.0,2,    63.9,2,    0.00,2,   30.46,2,    0.00,2,    2.11,2,   4.735,6,   2.682,6,   0.461,6,        2.6855,6,  -999.0,9, -999.00,9,-999.0000,9,  -999.00,  -1.5387, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    42.0,2,     -999.0,1, -999.00,9,20160219.0,    608.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,          9,          9,2,20160219,       0557,   -66.6027,    78.3815,        468,   240.1,  -1.5563,  34.4198,2,  34.4212,2,    304.9,2,   304.9,2,    63.4,2,    0.00,2,   30.37,2,    0.00,2,    2.10,2,   4.623,2,   2.628,2,   0.439,2,         2.721,2,  2226.5,2, 2325.72,2,   7.6104,6,    25.05,  -1.5612, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    42.2,2,     -999.0,1, -999.00,9,20160219.0,    610.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
33RR20160208,       I08S,       1,          1,         10,         10,2,20160219,       0557,   -66.6027,    78.3815,        468,   214.7,  -1.4563,  34.4190,2,  34.4211,2,    300.1,2,   300.9,2,    63.7,2,    0.00,2,   30.46,2,    0.00,2,    2.11,2,   4.477,2,   2.539,2,   0.436,2,         2.758,2,  2227.7,2, 2325.64,2,   7.6083,6,    25.07,  -1.4537, -999.00,-999,  -999.0,  -999.0,-999,  -999.0, -999.00,1,-999.000,9,    41.1,2,     -999.0,1, -999.00,9,20160219.0,    612.0, -66.6027,  78.3815,     -999.0,9,     -999.0,1,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9
